"","PCSA","SDI_2022_Raw","SDI_2022"
"520","06059021809",-0.93930437413532,12
"521","06059021916",-0.565613037280534,23
"522","06059032022",-0.261040279127911,35
"523","06059042205",-0.234788880443525,36
"524","06059052513",-0.50116346183656,26
"525","06059062641",-0.771832446671728,17
"526","06059063603",-0.464934381455328,27
"527","06059076101",0.61266546662163,73
"528","06059086601",1.26531099647825,94
"529","06059086902",1.07650660624107,89
"530","06059099245",-1.18184928084596,7
"531","06059099251",0.256364833062705,57
"532","06059099509",-0.063027516235706,44
"533","06059099802",1.49123877461856,97
"534","06059110116",-0.487805370154105,26
"535","06061021501",-0.317022442530788,33
"536","06061020711",-0.0593412853207663,44
"537","06061023500",-1.26041371514187,5
"538","06061022011",-1.21408088031619,6
"539","06063000300",0.096360824619819,50
"540","06063000202",-1.12369975689515,8
"541","06063000502",-0.533821161893059,24
"542","06065030300",1.11054180462369,90
"543","06065046500",1.12171795642864,90
"544","06065031401",0.803757666138438,80
"545","06065031501",0.75693901969266,79
"546","06065041409",-0.296492082932121,34
"547","06065042513",0.85489366489944,82
"548","06065042515",1.79113461173088,100
"549","06065042619",-0.107328596666785,41
"550","06065042708",-0.477896183936768,26
"551","06065043001",0.718107943620202,78
"552","06065043401",1.6445166128716,99
"553","06065044103",-0.0593035371784586,44
"554","06065044602",0.067261584837215,49
"555","06065044918",-0.803235486240561,16
"556","06065045207",1.34427241420779,95
"557","06065045501",0.968999525554831,86
"558","06065046900",0.44295577891483,66
"559","06065051200",1.0106520225005,87
"560","06067001500",-0.99724492205817,11
"561","06067008117",-0.0364312783279349,45
"562","06067008403",0.0306110858740573,47
"563","06067008506",0.23030677186982,56
"564","06067009611",0.582868006806693,72
"565","06069000600",0.171207914300018,53
"566","06071000604",-0.0197806828331616,45
"567","06071000901",0.623468191985046,74
"568","06071002402",0.941607794864769,85
"569","06071003000",1.35195774373347,95
"570","06071003612",0.816686607487413,81
"571","06071005400",1.48861042892492,97
"572","06071007302",-0.403747354948841,29
"573","06071007409",0.669316948911637,76
"574","06071008200",-0.265912239645762,35
"575","06071008703",-1.03100675314748,10
"576","06071009109",-0.133888461566989,40
"577","06071012101",0.495016632156836,68
"578","06071009500",1.46331629962934,97
"579","06071010026",1.19664784269676,92
"580","06071010412",0.092390018358551,50
"581","06071010901",-0.0853093676994596,43
"582","06071011205",1.15047958101124,91
"583","06073000400",-0.216058540143832,37
"584","06073002804",0.584618930556442,72
"585","06073002905",1.20813300488987,92
"586","06073003209",0.267437908197782,58
"587","06073008312",-1.01048753302574,10
"588","06073008360",0.369380958957057,63
"589","06073008329",-1.04311948943862,10
"590","06073015000",0.669915881480781,76
"591","06073010005",1.5833949502882,98
"592","06073010502",1.02480445843763,87
"593","06073011000",-0.459302628333161,27
"594","06073011700",1.16644608818179,91
"595","06073012003",0.112507777715555,51
"596","06073012700",1.02067534095839,87
"597","06073013310",-0.665492492143876,20
"598","06073017054",-0.769391860247914,17
"599","06073017056",-0.383193655945193,30
"600","06073017106",-1.32491285977361,4
"601","06073017200",-1.3591494765748,4
"602","06073017303",-0.432046916209958,28
"603","06073017501",-0.315877524805878,33
"604","06073018519",0.329430278102781,61
"605","06073018904",1.30206546586971,94
"606","06073020017",0.848783912957761,82
"607","06073020202",1.5384317294137,98
"608","06073020601",1.13124698897218,90
"609","06073020806",0.391431102780934,64
"610","06073021000",-0.202868379357779,37
"611","06073021800",-1.41928851933017,3
"612","06075011300",1.56249328368658,98
"613","06075013300",0.0698954649665487,49
"614","06075013500",-0.652509283138524,20
"615","06075015300",0.317796947524329,60
"616","06075016900",0.0197008524026357,47
"617","06075025300",0.0553662182784287,48
"618","06075030101",0.0599724235083487,49
"619","06077001300",0.648237318100074,75
"620","06077004302",1.36858115951165,96
"621","06077005001",-0.7198289846375,18
"622","06077005110",0.206235186571872,55
"623","06077005406",0.839719146119484,82
"624","06079012704",-1.15300690774349,8
"625","06079011503",-0.739131616841434,18
"626","06079011701",-0.816288569629831,15
"627","06081601400",-0.333331924264206,32
"628","06081605000",-0.740783420212492,18
"629","06081606300",0.294764115661418,59
"630","06081609800",-1.35423630196508,4
"631","06081613700",0.274679159719121,58
"632","06083000102",0.299682475680218,59
"633","06083000302",0.651709862521525,75
"634","06083001903",-0.380879458121112,30
"635","06083002010",-0.729854301574147,18
"636","06083002103",0.938786686398776,85
"637","06083002502",0.363408982873851,62
"638","06083002703",1.20548930683977,92
"639","06085502001",0.194445346113678,55
"640","06085503712",1.60418490337196,99
"641","06085506703",-0.457736776752978,27
"642","06085506802",-1.03279622109301,10
"643","06085508504",0.451376270089677,67
"644","06085509901",-1.70296188715044,1
"645","06085511609",-0.046649101453109,44
"646","06085512308",-1.47746359869142,2
"647","06085512508",0.58735002798962,72
"648","06087100200",0.554367995443608,71
"649","06087110501",0.919538309575558,84
"650","06089010100",1.5965290141637,99
"651","06089010500",1.15943646836571,91
"652","06089012701",0.481748796444945,68
"653","06093000200",0.958807405394206,86
"654","06093000600",0.423097246463813,65
"655","06093000701",-0.0760598913151115,43
"656","06093000702",1.1873697115805,92
"657","06093000900",0.238241052600965,57
"658","06093001000",-0.207916275105444,37
"659","06093000500",0.908227575931913,84
"660","06095251901",0.868768047234995,83
"661","06095252000",-0.619865608127442,21
"662","06095252502",0.541329187841442,70
"663","06095253500",-0.541842989776241,24
"664","06095253403",-0.794402604878886,16
"665","06097150204",-0.454056309527063,27
"666","06097151309",-0.28149044687088,34
"667","06097150609",-0.142386270941624,40
"668","06097151800",-0.770776690570304,17
"669","06097153403",-0.42146369580687,29
"670","06097153902",0.516158023469211,69
"671","06099000202",0.366907047845605,62
"672","06099000912",-0.815954470154252,15
"673","06099001300",0.480022901791662,68
"674","06099003202",-0.355492200929013,31
"675","06099003500",0.39990262210514,64
"676","06099003906",1.64916523258748,99
"677","06099003907",0.236081463919117,56
"678","06101050202",0.809282919910938,80
"679","06103000700",0.934362965314933,85
"680","06105000101",0.753102787125496,79
"681","06107000302",1.45620395309447,97
"682","06107000402",1.00530062209297,87
"683","06107001200",1.40866044382494,96
"684","06107002303",-0.379196463430244,30
"685","06107002601",1.29063065534089,94
"686","06107003801",1.32247097205298,95
"687","06109001200",1.13829939987103,91
"688","06111000302",0.407798607850175,65
"689","06111000701",1.31257333361397,95
"690","06111000901",0.0343523099310786,48
"691","06111001900",-1.33171817913739,4
"692","06111003201",1.4468103113599,97
"693","06111003300",0.476328403282839,68
"694","06111005202",-1.09345444973777,9
"695","06111005907",-0.692843393236262,19
"696","06111005910",-1.35370677600719,4
"697","06111008500",-0.826148174460537,15
"698","06113010505",-0.32031670194578,33
"699","06113011300",1.03855016614811,88
"700","06113011400",1.0127058193131,87
"701","08001008100",0.908449962308398,84
"702","08123002502",0.161537408962668,53
"703","08001008508",-0.521574714738782,25
"704","08001008533",-0.177770139849867,38
"705","08001008523",NA,NA
"706","08001008709",1.70743403934746,99
"707","08001009307",-0.157006325833422,39
"708","08001009316",0.322566232138549,60
"709","08001009323",0.611853067324343,73
"710","08001009410",-1.53227999052197,2
"711","08003960200",0.374093191933738,63
"712","08005005632",-1.87202213390346,0
"713","08005005951",0.0950923102959875,50
"714","08005006856",-0.28092642377993,34
"715","08005080700",0.901007360298632,84
"716","08007974300",-0.336453693015462,32
"717","08009964700",0.901654531541031,84
"718","08013012204",0.683631837909448,76
"719","08013060900",NA,NA
"720","08013013307",0.284497590119979,59
"721","08015000300",-1.43389487815806,3
"722","08015000401",-0.981395043884605,11
"723","08021974900",0.0641794395322006,49
"724","08025969600",0.770531332326097,79
"725","08027970100",-0.836114824768295,15
"726","08029964600",-0.17469843039107,38
"727","08029965200",-0.370650516269735,31
"728","08029964800",0.492405903028136,68
"729","08031000702",0.450288328882171,67
"730","08031001800",0.90859186084099,84
"731","08031003002",-0.326382564123958,32
"732","08031004301",-0.169055882114232,39
"733","08033000100",-0.0475491000497397,44
"734","08035014126",-0.436755888278795,28
"735","08035014140",-1.3720738917037,4
"736","08035014505",-0.63542075128823,21
"737","08037000403",0.372019663834284,63
"738","08037000402",0.390920956613476,64
"739","08037000702",-1.10533606722137,9
"740","08039961207",-1.66334901325726,1
"741","08041002101",0.897226509410202,84
"742","08043978200",0.294314084738584,59
"743","08043978500",0.519021679956854,70
"744","08119010201",0.10479365151106,51
"745","08045951600",-0.176645063711683,38
"746","08045951803",-0.084959116081913,43
"747","08045952002",-1.50645937811255,2
"748","08049000202",-0.418913547897482,29
"749","08049000201",-1.45429197877961,3
"750","08051963700",0.132602675810355,52
"751","08053973100",-0.647729439286878,20
"752","08055960900",-0.696549060047332,19
"753","08059009846",-1.41638391038496,3
"754","08059010502",-0.119841676606657,41
"755","08059012033",-0.880290740433301,14
