"","PCSA","SDI_2022_Raw","SDI_2022"
"1200","13029920102",-0.0396231338534665,45
"1201","13029920305",NA,NA
"1202","13031110403",1.08567875444061,89
"1203","13031110601",0.760404703083205,79
"1204","13031110700",0.106211494983265,51
"1205","13033950500",0.513948117306016,69
"1206","13035150200",0.762383806604516,79
"1207","13039010301",0.239226289356125,57
"1208","13043950100",1.08165971370685,89
"1209","13045910101",0.0389421298055721,48
"1210","13045911100",-0.501247711437597,26
"1211","13047030201",-0.607934567600627,22
"1212","13049010100",0.0920972328590512,50
"1213","13051004002",0.295283936498448,59
"1214","13051011104",-1.17597054052551,7
"1215","45053950300",0.634430194481829,74
"1216","13055010200",0.721304419561066,78
"1217","13057090400",-0.459966861253439,27
"1218","13057091008",-1.331665669261,4
"1219","13059001700",-0.443680689894826,28
"1220","13061960300",0.912998278618946,84
"1221","13063040303",0.934297904807558,85
"1222","13063040522",1.43993738982287,97
"1223","13065970100",1.0687896426628,89
"1224","13067030336",-1.98366630131072,0
"1225","13067030602",-0.987478331428608,11
"1226","13067031112",-0.976355552811624,11
"1227","13067031406",0.715556044857975,77
"1228","13069010100",0.331615722028234,61
"1229","13069010500",0.822507121672297,81
"1230","13071970701",0.807996455380119,80
"1231","13073030201",-0.0215076395388318,45
"1232","13075960200",0.972582692503785,86
"1233","13077170200",0.335386407057392,61
"1234","13079070100",0.970429475820799,86
"1235","13081010400",0.890728515067349,83
"1236","13083040101",-0.692708966338539,19
"1237","13085970100",-0.816921215051616,15
"1238","13087970600",1.08987024099347,89
"1239","13089022402",0.367485583823085,62
"1240","13089021809",-1.20314715611488,7
"1241","13135050426",-0.558697043355126,23
"1242","13089022001",-0.704888167565787,19
"1243","13089022203",0.982056328854386,86
"1244","13089023310",0.902520008978775,84
"1245","13091960300",-0.133415490565646,40
"1246","13095000502",-0.389244912951001,30
"1247","13095011300",1.31979528559441,95
"1248","13097080304",0.965336141437467,86
"1249","13099090300",0.110274193095233,51
"1250","13103030100",-0.323339967237931,33
"1251","13103030304",-0.343258990796824,32
"1252","13105000400",1.35921237985222,95
"1253","13107970400",1.34071605122591,95
"1254","13111050400",0.309178611092934,60
"1255","13113140304",-0.288674405689917,34
"1256","13113140404",-0.913484669174399,13
"1257","13115000202",-0.685964923751508,19
"1258","13115000500",1.50862088518347,98
"1259","13115001100",1.59109635933138,98
"1260","13117130408",0.156311422719495,53
"1261","13117130508",-1.77126234713329,0
"1262","13117130509",-1.4434012325269,3
"1263","13119890400",0.984245545000818,86
"1264","13121001800",0.405743963197253,64
"1265","13121011900",1.01751640652587,87
"1266","13121007900",-0.601285806030054,22
"1267","13121008902",-0.583466020787816,23
"1268","13121009101",-0.115055736924771,41
"1269","13121010115",-1.24921027257755,6
"1270","13121011303",0.431288090372893,66
"1271","13121011619",-1.00802886269653,11
"1272","13121011611",-0.243658822217144,36
"1273","13123080300",1.04318812267467,88
"1274","13127000404",-0.0527147984616666,44
"1275","13129970600",0.862924466089103,83
"1276","13131950500",0.558326360847127,71
"1277","13133950100",-0.324446298950697,33
"1278","13133950301",-1.68778240249073,1
"1279","13135050106",-0.289518513950863,34
"1280","13135050219",-0.317246090951175,33
"1281","13135050212",-1.53842943715791,2
"1282","13135050415",-0.452074355394247,27
"1283","13135050429",-0.816549444181844,15
"1284","13135050436",0.324879494928291,61
"1285","13135050410",0.473449452408545,67
"1286","13135050546",-0.562695544423293,23
"1287","13135050722",0.0222735722299591,47
"1288","13135050718",-0.400707189347329,29
"1289","13137000500",0.206759464310314,55
"1290","13139000800",1.49039722572747,97
"1291","13139001608",-1.08921387391399,9
"1292","13141480400",1.05490741359175,88
"1293","13143010400",0.408463979101259,65
"1294","13145120198",-0.0580133547810672,44
"1295","13147960400",-0.198722034505712,37
"1296","13151070114",-0.0504437714647228,44
"1297","13151070108",-0.339167954154824,32
"1298","13151070304",0.261052412069636,58
"1299","13151070311",0.346834750020348,62
"1300","13151070403",-0.80891396672402,16
"1301","13151070404",-0.513745056892813,25
"1302","13151070501",-0.272851992399391,34
"1303","13153021104",-0.509310802235954,25
"1304","13153021400",-0.059541943419768,44
"1305","13155950200",0.833443612812997,81
"1306","13157010702",-0.935507956801309,12
"1307","13159010500",0.126273968971449,52
"1308","13161960100",0.658657733078209,75
"1309","13163960100",0.922028325267123,85
"1310","13163960300",1.03063371791928,88
"1311","13163960400",1.00700934246088,87
"1312","13165960100",0.575941425611078,72
"1313","13171970200",-0.277073232913453,34
"1314","13173950200",0.816831908275614,81
"1315","13175950400",1.44413245664953,97
"1316","13175950800",1.34456598746199,95
"1317","13179010400",-0.336809288853178,32
"1318","13181970200",0.208071085904723,55
"1319","13185010302",-1.56871003183525,2
"1320","13187960201",-0.249138668584124,36
"1321","13189950400",0.657752797402821,75
"1322","13193000400",0.755293841577774,79
"1323","13193000300",1.4629889991637,97
"1324","13197920200",0.741007379459634,78
"1325","13199970500",0.696121169435018,77
"1326","13201950100",0.935622609667787,85
"1327","13201950200",1.50327043228985,98
"1328","13205090400",1.00688657902106,87
"1329","13207050200",0.840636588921298,82
"1330","13211010300",-0.0390013175591646,45
"1331","13213010400",0.638283824466995,75
"1332","13215011100",1.35845945079696,95
"1333","13217100300",0.357575149914916,62
"1334","13219030400",-1.40100113267483,3
"1335","13221960202",0.464186048044687,67
"1336","13223120503",-0.913349135623635,13
"1337","13225040301",0.219802353682081,56
"1338","13227050200",0.425501244769565,65
"1339","13229960400",0.39993542797635,64
"1340","13233010200",-0.412748089073589,29
"1341","13233010700",0.475031305237672,67
"1342","13235950200",-0.0144847014670044,46
"1343","13241970201",0.0333816853859072,48
"1344","13243790200",1.38978679984877,96
"1345","13245001000",0.777469390912123,80
"1346","13247060308",0.710433670085045,77
"1347","13249960100",0.489198459338663,68
"1348","13251970300",0.255460733053793,57
"1349","13253200200",1.01991500286232,87
"1350","13255161200",-0.252701520852608,35
"1351","13257970100",-0.0133387349080155,46
"1352","13261950100",0.0156636192144112,47
"1353","13267950400",0.662055278714208,75
"1354","13271950100",1.13770305226412,91
"1355","13271950500",1.03634240154069,88
"1356","13273120400",1.14331189604668,91
"1357","13275960900",0.0118701895597138,46
"1358","13277960500",0.239054124213599,57
"1359","13279970400",0.704611703521193,77
"1360","13281960300",0.0885397392674155,50
"1361","13285960300",-0.168889325462536,39
"1362","13287970200",1.08113045060568,89
"1363","13289060100",0.620275274057933,74
"1364","13291000102",-0.403220687258508,29
"1365","13293010400",0.591842138911093,73
"1366","13295020602",0.235747081727818,56
"1367","13297110300",1.41593885301386,96
"1368","13297110504",0.265026335768891,58
"1369","13299950500",1.14383073757983,91
"1370","13303950400",0.590638380822938,73
"1371","13305970300",0.277195996684868,59
"1372","13311950201",0.956100347411065,86
"1373","13313000502",1.53332867879227,98
"1374","13317010302",0.594079675249406,73
"1375","13319960300",0.863554698446797,83
"1376","13321950200",0.622458976930779,74
"1377","15001020300",1.29418717968261,94
"1378","15001021202",0.735981048850736,78
"1379","15001021402",0.248257882631545,57
"1380","15001021601",0.477999573538904,68
"1381","15001021702",-0.365397752726962,31
"1382","15001021704",-0.285216153008793,34
"1383","15001021902",-0.0876439246013627,43
"1384","15003004100",0.576266940541446,72
"1385","15003005000",1.19102749571257,92
"1386","15003007808",0.398664836640766,64
"1387","15003009300",0.740821502454776,78
"1388","15003009703",-0.0601633225403591,44
"1389","15003009902",-0.146802247673422,40
"1390","15003010100",0.0549276599158573,48
"1391","15003010505",-1.28385971172448,5
"1392","15003010905",-0.228517017687878,36
"1393","15007040103",0.0455248864814148,48
"1394","15007040400",0.177058753819015,54
"1395","15007040700",0.0186088977696409,47
"1396","15007040900",0.417263276004302,65
"1397","15009030100",0.104842550371232,51
"1398","15009030707",-0.629063089762925,21
"1399","15009030901",0.413473160299984,65
"1400","15009031700",0.741209473796774,78
"1401","16001000100",0.792947313099514,80
"1402","16001002000",1.65221114425694,99
"1403","16015950200",-0.461421416502375,27
"1404","16085970300",-0.19869659474458,37
"1405","16003950200",-0.0899971366582642,42
"1406","16085970100",-0.415443948485086,29
"1407","16029960100",-0.40530238904993,29
"1408","16005001102",-0.691038411794417,19
"1409","16071960100",-0.260250562571756,35
"1410","16041970100",-0.2219571105995,37
"1411","16007950100",-0.100846179595374,42
"1412","16009950100",0.542683336079972,70
"1413","16077960200",0.275987961205153,58
"1414","16011950500",0.256567042633948,57
"1415","16063950100",0.236795019979943,57
"1416","16013960100",-0.316026665252134,33
"1417","16025970100",-0.227426193812977,36
"1418","16013960300",-0.67712390742739,20
"1419","16037960200",-0.175898887465844,38
"1420","16017950300",0.452499485802094,67
"1421","16081960100",0.170257618395377,53
"1422","16019970603",-0.466708977267615,27
"1423","16021970100",0.408911772474541,65
"1424","16023970100",0.489930599387305,68
"1425","16027020504",1.04066974210617,88
"1426","16027021600",1.08462820288979,89
"1427","16031950400",1.32265354042996,95
"1428","30001000100",-0.550316198132285,24
"1429","16047960100",-0.592183379404866,22
"1430","16039960300",0.856105985908415,82
"1431","16045960300",0.231007339294373,56
"1432","16049960200",-0.569680416864908,23
"1433","16051960400",-0.959753448959621,12
"1434","16065950400",-0.531816499023136,24
"1435","16053970300",1.02804984000883,88
"1436","16055000900",1.15089837553117,91
"1437","16057005400",0.0966988984759883,51
"1438","16059970200",0.712166670889145,77
"1439","16067970400",0.658445973021184,75
"1440","16069960500",-0.427409820826719,28
"1441","32007951700",0.901511204269855,84
"1442","16087970200",0.704264256125976,77
"1443","16079960400",0.255977222909113,57
"1444","16079960300",0.908916633680917,84
"1445","30089000200",0.0472868844336507,48
"1446","16083000700",-0.198232772714949,38
"1447","17001000700",1.23532673810759,93
"1448","17149952500",0.161593093113678,53
"1449","17003957800",0.787553050739255,80
"1450","17005951300",1.11851515280463,90
"1451","17027900402",-0.596458042850096,22
"1452","17007010100",0.84649405902406,82
"1453","17009970500",0.823888476211071,81
"1454","17011965100",0.320913537482113,60
"1455","17011965400",-0.207727386351571,37
"1456","17013951300",-1.23146410712802,6
"1457","17015960100",-0.431047427018068,28
"1458","17015960300",0.490706372440311,68
"1459","17015960400",0.050019234558353,48
"1460","17017960300",-0.679498799067839,20
"1461","17019005300",1.29119155166908,94
"1462","17019001204",-1.13053513403716,8
"1463","17019010601",-1.83107000626483,0
"1464","17019010800",-0.76494461409129,17
"1465","17021958300",0.0308380243717303,48
"1466","17021958800",-0.514286722926397,25
"1467","17023060200",-0.418365131445057,29
"1468","17023060300",0.233103891774354,56
"1469","17025972100",0.323976795020423,61
"1470","17027900300",-0.808856868424126,16
"1471","17029000400",1.39398160078297,96
"1472","17035972500",0.114045327200198,51
"1473","17031040300",0.513423741534276,69
"1474","17031081401",-0.324979683867146,33
"1475","17031100400",-1.44676868199663,3
"1476","17031241200",0.124440468158272,52
"1477","17031242100",-0.229753571358734,36
"1478","17031242400",-0.517205255032155,25
"1479","17031838200",-0.127830312917406,41
"1480","17031841000",0.71531483170888,77
"1481","17031561000",-0.683367832416022,19
"1482","17031770202",-0.200534310698075,37
"1483","17031800500",-1.52286275371415,2
"1484","17031802300",-0.651590742656093,20
"1485","17031803500",-1.35152578323731,4
"1486","17031804716",-0.836828421647316,15
"1487","17031806003",-0.0296909660859019,45
"1488","17031806102",-0.0174489376693695,45
"1489","17031806801",0.334562679910779,61
"1490","17031809300",0.800207425346124,80
"1491","17031809400",0.0221244131853118,47
"1492","17031811302",0.807054811990744,80
"1493","17031815400",0.36857690262851,63
"1494","17031817500",1.32113886182751,95
"1495","17031820400",0.869755808023418,83
"1496","17031821200",1.48430051615952,97
"1497","17031821800",-0.838855274798284,15
"1498","17031822102",-0.385981059192486,30
"1499","17031822500",-0.658259431052881,20
"1500","17031824116",0.131380579960588,52
"1501","17031825504",-0.347976156866647,32
"1502","17031827400",1.35387950919366,95
"1503","17031828801",-0.535075861669883,24
"1504","17031830005",-0.169847216931011,39
"1505","17031839700",0.408581027170347,65
"1506","17031839900",0.03550694921453,48
"1507","17031841100",0.856527935824409,82
"1508","17031842600",1.14502893953902,91
"1509","17031843300",1.46194388780391,97
"1510","17033880300",-0.5366545745777,24
"1511","17037000200",-0.465416077387257,27
"1512","17037001300",0.858743933304168,82
"1513","17037001700",-0.246822111691633,36
"1514","17037002100",0.597233315737767,73
"1515","17039971700",0.264519778635931,58
"1516","17041952400",0.568472578126586,72
"1517","17043840303",0.509946045691424,69
"1518","17043841108",0.911821434360413,84
"1519","17043841114",-0.529788742880228,24
"1520","17043841316",-1.68034575214729,1
"1521","17043841403",-1.33397055787379,4
"1522","17043841703",1.12816776029654,90
"1523","17043841801",-0.766414451034215,17
"1524","17043842500",-1.29891940105927,5
"1525","17043842200",-0.75005690524244,17
"1526","17043842900",-0.992217709691957,11
"1527","17043844402",-0.222839190906497,37
"1528","17043844301",-0.26141905012761,35
"1529","17043844702",-1.37187333436907,4
"1530","17043846504",-0.0754708898663695,43
"1531","17045070400",0.621407402693119,74
"1532","17047956900",-0.357765793985953,31
"1533","17049950700",0.858950627769344,82
"1534","17051950800",0.746137923806483,79
"1535","17053962000",0.38473502946622,63
"1536","17055040300",0.645941112423848,75
"1537","17055040500",0.301206850321185,59
"1538","17055040900",0.696307320831656,77
"1539","17057952800",-0.380547479819349,30
"1540","17057953000",-0.178077457935571,38
"1541","17187870200",0.183979238557582,54
"1542","17057953400",0.721014999077908,78
"1543","17061974000",-0.0942378143004807,42
"1544","17061973700",0.362197382809481,62
"1545","17063000400",-0.696886094898578,19
"1546","17063000600",-0.424577864264555,28
"1547","17065973100",0.636488314587079,74
"1548","17165955600",-0.767557590412317,17
"1549","17067953800",-0.630220878758021,21
"1550","17067954100",-0.537238362251894,24
"1551","17069970900",0.0244268562962803,47
"1552","17071973500",-0.416661179297645,29
"1553","17073030300",-1.03391301946693,10
"1554","17073031000",-0.397782013087233,30
"1555","17073031100",0.201892473295125,55
"1556","17075950200",-0.60929261268724,22
"1557","17075950500",0.0954339981090781,50
"1558","17075950600",-0.114155750701326,41
"1559","17075950900",-0.071919790315802,43
"1560","17077010600",0.371352131578656,63
"1561","17077010800",0.576381607232435,72
"1562","17077011000",0.107909669389274,51
"1563","17081050500",0.871031600392368,83
"1564","17083010401",-0.608826919347795,22
"1565","17085020100",-0.586274771306001,23
"1566","17177000300",-0.744565725903959,18
"1567","17085020300",-0.721969633461592,18
"1568","17085020500",-0.461868992910328,27
"1569","17089851909",-0.370460146712161,31
"1570","17089852003",-1.1642068485695,7
"1571","17093890400",-0.941154760512814,12
"1572","17089852606",-1.38632588419053,3
"1573","17089854001",-0.0653843111145454,44
"1574","17091010601",-1.20671351410952,6
"1575","17091011700",1.47264235623637,97
"1576","17091012100",0.271388868604761,58
"1577","17091012600",-0.522866568480392,25
"1578","17093890102",-1.55523254047833,2
"1579","17095000600",0.571075170446972,72
"1580","17097860806",0.0699420850273667,49
"1581","17097860903",0.323560504522588,61
"1582","17097864205",-1.02682643810575,10
"1583","17097861504",0.106334804431864,51
"1584","17097861508",-0.495770077924018,26
"1585","17097863500",-1.03551815119576,10
"1586","17097863903",-1.39928702314486,3
"1587","17097864307",-1.02521410032237,10
"1588","17097864409",-0.81562944663631,15
"1589","17097864521",-1.10330892038577,9
"1590","17097864904",-0.568630040373008,23
"1591","17097865700",-1.53535025536475,2
"1592","17099961900",0.0289760879341562,47
"1593","17099962300",-0.104543266939374,42
"1594","17099963200",-0.0325480135282315,45
"1595","17099963900",0.67181683209388,76
"1596","17103000300",0.483820871083002,68
"1597","17105960100",0.517782890795252,69
"1598","17105960900",-0.44228719783417,28
"1599","17105960400",-0.52929136785361,24
"1600","17105960700",-0.774850279718464,17
"1601","17105960800",-0.957094680393259,12
"1602","17105961000",-0.00339135554755451,46
"1603","17107953400",0.100356074354731,51
"1604","17109010100",0.154969601064264,53
"1605","17109010700",-0.0560062082313204,44
"1606","17111870500",-1.19441115311342,7
"1607","17111870902",-0.393954440590525,30
"1608","17111870808",-0.959458237072965,12
"1609","17111870803",-1.18821726827159,7
"1610","17111871003",-0.507441677382576,25
"1611","17111871206",-0.835987684424198,15
"1612","17111871301",-0.559809509789003,23
"1613","17111871404",-1.00488140390202,11
"1614","17113001800",-1.12594042680638,8
"1615","17113005501",-0.697864411385673,19
"1616","17115002000",1.1608236275392,91
"1617","17117956400",1.02523782051326,87
"1618","17117957200",0.0954813910504556,50
"1619","17119404000",1.11485819481023,90
"1620","17119402100",1.18237196153698,92
"1621","17119403533",-0.999926584976041,11
"1622","17119403604",-0.6326100298632,21
"1623","17121952000",0.394285526358462,64
"1624","17121952700",1.39733449545627,96
"1625","17123961100",0.159060659118424,53
"1626","17125956500",0.499715401543623,69
"1627","17127970200",0.407412675310261,64
"1628","17129010200",0.0113917397313523,46
"1629","17131040300",-0.275881063522368,34
"1630","17163503100",-0.733566678997578,18
"1631","17133600102",-1.75771860314113,1
"1632","17133600401",-1.10055907135559,9
"1633","17135957900",0.55736006661743,71
"1634","17135957700",0.282770885984118,59
"1635","17137951900",-0.944531098111194,12
"1636","17139977200",0.0714385968880408,49
"1637","17139976900",0.16961955163181,53
"1638","17173959100",-0.158064586977544,39
"1639","17141961700",-0.221807233662912,37
"1640","17141960800",-0.503738966387559,26
"1641","17141960900",0.598787882354573,73
"1642","17141961400",0.0809847970298547,50
"1643","17141961000",-0.716817099990118,18
"1644","17141961100",0.300884349073933,59
"1645","17141961500",0.325448296247203,61
"1646","17143001600",1.65434232537898,99
"1647","17143003700",-1.68546640473929,1
"1648","17143003800",-0.593733770559386,22
"1649","17145030200",0.576374741759837,72
"1650","17145030400",1.14003104213815,91
"1651","17147954600",-0.81344262076619,15
"1652","17149952700",-0.298689142804385,34
"1653","17155954500",-0.224505230977709,37
"1654","17157950600",0.41227914126181,65
"1655","17157950800",-0.840796690527516,15
"1656","17157951200",0.737592479790312,78
"1657","17159978100",0.114065653236358,51
"1658","17161020200",0.685035511372018,76
"1659","17163501604",0.507609719081558,69
"1660","17163502800",1.82713473892766,100
"1661","17163503905",-0.29008837124557,34
"1662","17165956200",-0.533173101457755,24
"1663","17167001800",1.20969177670815,92
"1664","17169970200",0.239071002945111,57
"1665","17173959300",0.495513948510335,69
"1666","17175951500",-0.39471537594439,30
"1667","17177001000",-0.0861667132254097,43
"1668","17179021702",-0.868301122653032,14
"1669","17179021201",-0.849963298891399,14
"1670","17179021606",-1.12254613435794,8
"1671","17179022000",-0.88223369999179,14
"1672","17181950400",1.09385202397259,89
"1673","17183000800",0.258297213987561,58
"1674","17183010200",0.863162995713945,83
"1675","17185957300",0.0190422402412649,47
"1676","17187870400",0.517039997633309,69
"1677","17189950300",-0.135167439648285,40
"1678","17191955200",0.604177392212704,73
"1679","17193958200",0.426140629432463,65
"1680","17195000300",-0.348244897678941,32
"1681","17195001100",0.159002155583934,53
"1682","17197880107",0.349761891871834,62
"1683","17197880404",-1.05417176467016,10
"1684","17197882802",1.17485499795118,92
"1685","17197883515",-1.69020961890867,1
"1686","17197883602",-0.468039084052695,27
"1687","17197883902",-1.24896807968284,6
"1688","17197883904",-0.0590030059031978,44
"1689","17199021000",-0.0288962018766043,45
"1690","17199020500",-0.63720206088489,21
"1691","17199021300",-0.572256026394079,23
"1692","17201000507",1.04405228078168,88
"1693","17201000510",-0.912826446875635,13
"1694","17201003300",1.56900061620845,98
"1695","17201003904",-0.535276725723572,24
"1696","17201004100",-0.983576622020371,11
"1697","17201004200",-0.970778495785855,11
"1698","17203030200",-0.12680899248112,41
"1699","17203030300",-0.924436431558126,13
"1700","17203030400",-1.2711330819071,5
"1701","17203030601",-0.299633320743093,33
"1702","17203030700",-0.151766249705754,40
"1703","18001030300",-0.284987400268564,34
"1704","18001030500",0.436196986986562,66
"1705","18003002200",1.15986747034484,91
"1706","18003003500",1.31015544801217,95
"1707","18003004000",0.618585135075151,74
"1708","18003004400",1.07602480791139,89
"1709","18003010202",-0.589667517344573,22
"1710","18003010707",-0.846072555498179,14
"1711","18003011000",-1.04487980164289,10
"1712","18003011605",-0.701360223256782,19
"1713","18003011900",-0.967766957238951,11
"1714","18005010400",-0.488219194141372,26
"1715","18007100100",0.147179350263015,52
"1716","18007100200",0.300536580356204,59
"1717","18009975100",0.00786680623178715,46
"1718","18009975400",-0.33220405875737,32
"1719","18011810200",-1.035864676341,10
"1720","18011810500",0.255310085191302,57
"1721","18011810605",-0.498884430064647,26
"1722","18013974800",-0.40332328905117,29
"1723","18015959600",0.583201738731079,72
"1724","18015959800",-0.351001461433894,31
"1725","18015959900",-0.935280287971803,12
"1726","18017951200",0.651329064916509,75
"1727","18019050200",1.24297434618596,93
"1728","18019050503",0.87590421168387,83
"1729","18019050704",-1.21577294165701,6
"1730","18019050902",-0.512491553228691,25
"1731","18021040100",0.773498312996539,79
"1732","18021040600",-0.636591524654318,21
"1733","18023950300",-0.392970921637139,30
"1734","18023950800",0.362458176010755,62
"1735","18027954300",-0.190934198024042,38
"1736","18027954600",0.00292363425360005,46
"1737","18029080300",0.580037952455836,72
"1738","18031969300",0.331594984743139,61
"1739","18033020400",0.0607981144808331,49
"1740","18035000800",0.949374999053312,85
"1741","18035002500",-0.0997095260657577,42
"1742","18037953400",-0.202169816498227,37
"1743","18037953700",-0.993066637359913,11
"1744","18037953800",0.791122781474447,80
"1745","18039000400",-0.848734753644445,14
"1746","18039000801",-0.0388270097605637,45
"1747","18039001200",0.0287613862423891,47
"1748","18039001300",-0.60141470899208,22
"1749","18039001501",1.12161791504378,90
"1750","18041954300",0.525373064385097,70
"1751","18043070700",0.38537840483666,63
"1752","18045957900",-0.254317470083755,35
"1753","18047960100",-0.897159667827224,13
"1754","18049953200",-0.259976115970961,35
"1755","18049953500",0.451765112772675,67
"1756","18051050200",-0.533527170659369,24
"1757","18051050300",-0.0941409390021583,42
"1758","18051050502",0.523872176341718,70
"1759","18053000500",-0.178801105509733,38
"1760","18053010300",0.421468979398047,65
"1761","18053010700",-0.267506399706492,35
"1762","18055955200",0.549106361388918,71
"1763","18057110202",-0.538976630411002,24
"1764","18057110300",-0.696642838831019,19
"1765","18057110508",-1.08877973590963,9
"1766","18057110807",-1.07073823375974,9
"1767","18057110811",-0.629071803598284,21
"1768","18057111001",-1.60636053433358,1
"1769","18059410600",-0.634057860028495,21
"1770","18059410800",-1.30597861670104,5
"1771","18061060300",0.374992894017521,63
"1772","18063210202",-0.641321672029757,21
"1773","18063210501",-1.26243343424014,5
"1774","18063210606",-0.260018490998112,35
"1775","18063210801",-0.920201642150898,13
"1776","18063211100",-0.938909457382115,12
"1777","18065976100",0.763048325267887,79
"1778","18067000800",-0.44012424521483,28
"1779","18067001400",-0.226145854396799,36
"1780","18069961600",0.625768786853936,74
"1781","18071967800",0.793353519982483,80
"1782","18071968000",-0.547206497518058,24
"1783","18073100902",-0.853873207815891,14
"1784","18073101200",0.153237561540948,53
"1785","18075963100",0.601753724158236,73
"1786","18077966600",1.08931981830043,89
"1787","18079960302",0.647868934314012,75
"1788","18081610201",-0.124970235516594,41
"1789","18081610900",0.0361627101489538,48
"1790","18081611300",0.33480061110748,61
"1791","18083955100",-0.63437046778077,21
"1792","18083955300",1.44331667693354,97
"1793","18083955800",-0.47009705581513,27
"1794","18085961000",-0.852413290650047,14
"1795","18085961100",-0.0865822696919607,43
"1796","18085962000",0.987231502332577,86
"1797","18085962400",-0.156434607918227,39
"1798","18087970200",0.305561238775473,60
"1799","18087970300",0.0110670202859203,46
"1800","18087970402",0.0566342358371879,48
"1801","18089030800",1.10548248574197,90
"1802","18089040401",-1.37138797862911,4
"1803","18089042000",-0.562622354596327,23
"1804","18089042505",0.68035473519477,76
"1805","18089043102",-1.40171253827611,3
"1806","18089043403",-0.810783966293556,16
"1807","18091040500",0.000391038575413505,46
"1808","18091041800",-0.309553019318301,33
"1809","18091042400",0.993808773967542,87
"1810","18093950700",-0.143812226017174,40
"1811","18093950800",0.753860145853432,79
"1812","18093951000",0.483573569862122,68
"1813","18095012000",1.40684160015533,96
"1814","18095010100",-0.339792824203612,32
"1815","18095010300",0.576692510526873,72
"1816","18095010500",0.0404502831412247,48
"1817","18097310111",0.638059265374463,74
"1818","18097310306",1.32312414065962,95
"1819","18097320108",1.17090885601881,91
"1820","18097390600",-0.256069369850473,35
"1821","18097330107",-1.37840855781174,4
"1822","18097330208",-1.27951179475193,5
"1823","18097391000",0.693276071916117,77
"1824","18097360502",0.109661893869859,51
"1825","18097381204",1.08838514582109,89
"1826","18097390200",-0.703776285594448,19
"1827","18097390300",-1.01814421718657,10
"1828","18099020101",0.214278064013223,55
"1829","18099020302",-0.0120380714327818,46
"1830","18099020600",0.515320239622666,69
"1831","18099020800",-0.0406919498149773,44
"1832","18101950200",0.387301696126564,63
"1833","18103952100",-0.998702874634449,11
"1834","18105000401",1.00024708609189,87
"1835","18107957100",0.722150511579233,78
"1836","18107957200",1.1855099519513,92
"1837","18109510201",-0.368419844385153,31
"1838","18109510202",0.357134195117055,62
"1839","18109510800",0.590301739696849,72
"1840","18111100700",0.559315930946257,71
"1841","18113971900",0.433340104132716,66
"1842","18113972100",-0.474561985757651,27
"1843","18113972500",-0.872659661336707,14
"1844","18117951700",1.2139601876854,93
"1845","18119955800",0.101732116192474,51
"1846","18121030300",0.734884487626193,78
"1847","18123952500",0.45064770491849,67
"1848","18125954000",-0.138147179654688,40
"1849","18127050203",-0.728531333448601,18
"1850","18127050508",0.258247538946482,57
"1851","18127050702",0.379626945938958,63
"1852","18129040100",-0.294617060147235,34
"1853","18129040600",0.475267615735375,67
"1854","18131959000",0.537430184105691,70
"1855","18131959100",0.602280232577195,73
"1856","18133956300",0.322249050211065,60
"1857","18133956500",-0.6620089638048,20
"1858","18135951700",0.243029339041052,57
"1859","18137968900",-0.249303614431483,35
"1860","18139974400",0.137128897824295,52
"1861","18141011000",-1.17500373071771,7
"1862","18141000900",0.412903678187135,65
"1863","18141001000",0.665737859080461,75
"1864","18141001500",1.27938827032569,94
"1865","18141003200",-1.00172110480529,11
"1866","18141010200",0.519980482713553,70
"1867","18141011404",-1.16700444795215,7
"1868","18141011702",-0.150706895258758,40
"1869","18141012300",-0.504988730846075,25
"1870","18143967000",1.28077546433005,94
"1871","18145710400",0.333895028212021,61
"1872","18147952700",-1.1228856784688,8
"1873","18147953100",0.537691347696827,70
"1874","18149954000",1.22691871192571,93
"1875","18149954200",0.252801612066435,57
"1876","18151971400",-0.00943341906355949,46
"1877","18153050300",0.260012788502984,58
"1878","18155965900",0.583977787496996,72
"1879","18157000700",1.42883644126357,96
"1880","18159020400",0.339650531268371,61
"1881","18163002000",1.4282735054634,96
"1882","18163003701",-0.794580200574934,16
"1883","18163003900",0.0999131902346766,51
"1884","18163002800",0.921466906792533,85
"1885","18167011200",0.51728239853765,69
"1886","18167011100",1.08742837587451,89
"1887","18169102200",-0.0666838435984893,43
"1888","18169102600",-0.232843972201018,36
"1889","18171951100",-0.292268237480914,34
"1890","18173030200",-0.960410683879372,12
"1891","18175967300",0.444066956612877,66
"1892","18177000400",0.431266312007697,66
"1893","18179040600",0.0227166872620574,47
"1894","18181958300",-0.455327070166863,27
"1895","18181958500",-0.818112820967285,15
"1896","18183050100",-0.420819347503601,29
"1897","18183050300",0.339695046237504,61
"1898","18183050400",-0.262090485205487,35
"1899","19001960300",-0.0913057062839134,42
"1900","19005960300",-0.0877075068359165,43
"1901","19185070100",0.0168937851400032,47
"1902","19007950300",0.922299215312102,85
"1903","19007950400",0.543111798268816,70
"1904","19009070100",-0.415805251474758,29
"1905","19009070300",-0.491758845111341,26
"1906","19011960300",0.0167969119362882,47
"1907","19011960600",-0.450125191936465,27
"1908","19011960700",-0.495414897299239,26
"1909","19013001301",-0.460982884433003,27
"1910","19013002200",0.186113937716766,54
"1911","19015020300",-0.445334339721161,28
"1912","19017004200",-0.932214081338264,12
"1913","19017004600",-1.62648212613703,1
