"","GEOID","NAME","POV_P","NOHSDP_P","NONEMP_P","RENT_P","CROWD_P","SNGPNT_P","NOVEH_P","B01001_001","SDI_2022_Raw","SDI_2022"
"15637","47850","ZCTA5 47850",0.1188596,0.1561033,0.3973607,0.1287879,0.01082251,0.1043115,0.02272727,2295,0.1593729,44
"15638","47853","ZCTA5 47853",0.09774436,0.1182796,0.1604938,0.4545455,0,0.1,0,137,-0.04519272,38
"15639","47854","ZCTA5 47854",0.01478495,0,0.3296214,0.1056338,0.04929577,0.07234043,0.0915493,750,-0.9908391,13
"15640","47855","ZCTA5 47855",0.2297155,0.2035541,0.3987034,0.3529412,0.002673797,0.1721854,0.03475936,952,1.354119,77
"15641","47857","ZCTA5 47857",0.02479339,0.2259259,0.2648649,0.2115385,0,0,0.07692308,350,-0.5773351,23
"15642","47858","ZCTA5 47858",0.3635579,0.02522523,0.1205674,0.4113111,0,0.5444126,0,1176,0.5479156,55
"15643","47859","ZCTA5 47859",0.2262997,0.3061564,0.21875,0.1840491,0.107362,0.04368932,0.2239264,986,0.9511895,67
"15644","47860","ZCTA5 47860",0.1481481,0.1410256,0.4132231,0.3532338,0.02985075,0.3656716,0.02985075,625,1.381278,78
"15645","47861","ZCTA5 47861",0.1361257,0.133995,0.2507289,0.05982906,0.02136752,0.03333333,0.01282051,573,-0.2615792,32
"15646","47862","ZCTA5 47862",0.1402266,0.1294343,0.3242894,0.1708861,0,0.2606516,0.01898734,1412,0.5419233,55
"15647","47863","ZCTA5 47863",0.09777778,0,0.5098039,0,0,0,0,225,-1.187357,9
"15648","47865","ZCTA5 47865",0,0,0,0,0,0,0,4,-2.068498,1
"15649","47866","ZCTA5 47866",0.02008032,0,0.2740113,0.07514451,0,0.18,0,498,-1.268623,8
"15650","47868","ZCTA5 47868",0.2021553,0.1002099,0.2919526,0.1595837,0.006071119,0.05904523,0.04770165,2691,0.1185497,43
"15651","47869","ZCTA5 47869",0,0.2941176,0.5555556,0,0,0,0,34,-0.8346769,17
"15652","47871","ZCTA5 47871",0.2127237,0.05555556,0.3694915,0.2828283,0.06060606,0.3865546,0,511,1.003989,68
"15653","47872","ZCTA5 47872",0.1838968,0.195139,0.4920541,0.2111201,0.03464948,0.08739496,0.1244964,8230,1.105013,71
"15654","47874","ZCTA5 47874",0.08846585,0.03757515,0.2960199,0.1112084,0,0.09138381,0.006129597,2679,-0.9957351,13
"15655","47876","ZCTA5 47876",0.923913,0.0872093,0.494898,0,0,0,0,345,-0.02701935,39
"15656","47879","ZCTA5 47879",0.09315647,0.1870805,0.2729347,0.2912553,0.05218618,0.2986198,0.05359661,3386,1.034562,69
"15657","47880","ZCTA5 47880",0,0,0,0,0,0.2307692,0,33,-1.356366,6
"15658","47881","ZCTA5 47881",0.3287671,0.08163265,0.4645669,0.2560976,0.01219512,0.3103448,0.04878049,219,1.239515,74
"15659","47882","ZCTA5 47882",0.1314843,0.04251121,0.2470206,0.2849896,0.029245,0.1874459,0.05759475,7984,0.4054989,51
"15660","47884","ZCTA5 47884",0.1215686,0.06557377,0.2941176,0.04504505,0,0.1111111,0,269,-0.5230441,25
"15661","47885","ZCTA5 47885",0.1734378,0.1376881,0.3239778,0.1744186,0.03545094,0.1661926,0.0567215,9256,1.006434,68
"15662","47901","ZCTA5 47901",0.2719591,0.02728227,0.2870813,0.9237953,0.03175196,0.2425214,0.2969742,4497,1.554316,82
"15663","47904","ZCTA5 47904",0.178654,0.1363102,0.3066372,0.5728195,0.01878771,0.2140233,0.1424849,16112,1.75642,86
"15664","47905","ZCTA5 47905",0.1389622,0.0801628,0.2458022,0.3861822,0.0199051,0.1327676,0.05716931,41689,0.6121096,57
"15665","47906","ZCTA5 47906",0.2970356,0.04046571,0.4349048,0.5604246,0.007037872,0.106169,0.1027296,73916,1.011481,68
"15666","47909","ZCTA5 47909",0.1197741,0.1042727,0.2212374,0.3650197,0.01585281,0.162407,0.04842629,43169,0.5943562,57
"15667","47916","ZCTA5 47916",0.5357143,0.1818182,0.4117647,0.3684211,0,0.6666667,0,56,1.537726,81
"15668","47917","ZCTA5 47917",0.2273839,0.1075269,0.2304147,0.1266667,0.04,0.08333333,0,409,0.1959258,45
"15669","47918","ZCTA5 47918",0.134585,0.1271564,0.2186032,0.2745902,0.01047359,0.08594378,0.04599271,5102,0.1795047,45
"15670","47920","ZCTA5 47920",0.03212851,0.07531611,0.184018,0.113189,0.002952756,0.1414752,0.007874016,2802,-1.085623,11
"15671","47921","ZCTA5 47921",0.2053494,0.122905,0.2409639,0.1847575,0.05311778,0.1870229,0.02078522,1159,0.8398008,63
"15672","47922","ZCTA5 47922",0.07415902,0.1481845,0.2630923,0.2698413,0.01190476,0.1538462,0.01785714,1392,0.08689859,42
"15673","47923","ZCTA5 47923",0.07084392,0.03442879,0.2326025,0.1641061,0,0.08653846,0.01326816,3545,-1.242057,8
"15674","47924","ZCTA5 47924",0,0,0,0,0,0,0,90,-2.068498,1
"15675","47926","ZCTA5 47926",0.02290749,0.06182796,0.3497689,0.09045226,0.05778894,0.05,0.007537688,1141,-1.065506,12
"15676","47928","ZCTA5 47928",0.1542793,0.0938743,0.375,0.1544944,0.02949438,0.1089109,0.08848315,1783,0.5918389,57
"15677","47929","ZCTA5 47929",0.05074627,0.06694561,0.1970803,0.2226027,0,0.1123596,0.04452055,670,-0.8385217,17
"15678","47930","ZCTA5 47930",0.04736372,0.07919463,0.2324561,0.2331839,0.006726457,0.08389262,0.01569507,1119,-0.9658869,14
"15679","47932","ZCTA5 47932",0.1300798,0.07616438,0.2402431,0.2900976,0.0106927,0.1653171,0.018596,5342,0.1963563,45
"15680","47933","ZCTA5 47933",0.1469765,0.1142634,0.2502989,0.2752819,0.01352992,0.1424505,0.06756288,28319,0.6585052,58
"15681","47940","ZCTA5 47940",0.06671348,0.09417476,0.2172949,0.2085661,0,0.07712766,0.009310987,1436,-0.8965763,15
"15682","47941","ZCTA5 47941",0.1179159,0.07792208,0.2206096,0.2222222,0.003898635,0.1424332,0.01169591,1096,-0.2126926,33
"15683","47942","ZCTA5 47942",0.04539559,0.04844291,0.2252964,0.1393189,0,0.06140351,0.009287926,771,-1.527135,4
"15684","47943","ZCTA5 47943",0.149763,0.245283,0.3979461,0.128,0,0.4252199,0.04,1055,0.9577808,67
"15685","47944","ZCTA5 47944",0.1348753,0.1163283,0.2574009,0.2284083,0.02569593,0.1514793,0.02926481,3439,0.4838527,54
"15686","47946","ZCTA5 47946",0.1423021,0.1129905,0.2825758,0.2401628,0,0.1119691,0.01763908,2169,0.1171301,43
"15687","47948","ZCTA5 47948",0.08498809,0.1075741,0.2716489,0.1651032,0.003752345,0.1141975,0.03377111,1260,-0.3048716,31
"15688","47949","ZCTA5 47949",0.0702403,0.07293666,0.2666667,0.1010638,0.03191489,0.1769723,0.0141844,1641,-0.3268156,30
"15689","47950","ZCTA5 47950",0.0522293,0.1684435,0.2780612,0.2459016,0,0.125,0,785,-0.3302353,30
"15690","47951","ZCTA5 47951",0.1831421,0.1699346,0.3867478,0.2293233,0,0.2729767,0.07236842,2325,1.252221,75
"15691","47952","ZCTA5 47952",0.1692825,0.1311239,0.4221106,0.297541,0.007377049,0.08564232,0.07459016,2676,0.7592643,61
"15692","47954","ZCTA5 47954",0.08414097,0.08083442,0.302874,0.1618161,0.01396973,0.1442464,0.01280559,2283,-0.2766978,32
"15693","47955","ZCTA5 47955",0.1406452,0.1498258,0.2525458,0.1885246,0.00273224,0.1198157,0.005464481,777,0.1113843,43
"15694","47957","ZCTA5 47957",0.1537762,0.2224123,0.3189283,0.230982,0.03872752,0.3452632,0.09820194,2198,1.517124,81
"15695","47958","ZCTA5 47958",0.122449,0.1785714,0.2911392,0.2033898,0,0.08823529,0.03389831,147,0.1135229,43
"15696","47959","ZCTA5 47959",0.1485149,0.3165323,0.3444444,0.303132,0.01006711,0.2,0.02908277,2547,1.166311,72
"15697","47960","ZCTA5 47960",0.07421126,0.08766033,0.2993183,0.2202149,0.01059025,0.09709685,0.02927893,15434,-0.4124104,28
"15698","47963","ZCTA5 47963",0.04435146,0.0852378,0.3553065,0.1906924,0.001135074,0.1263158,0.04653802,2405,-0.4747781,26
"15699","47964","ZCTA5 47964",0.2117647,0.1846154,0.4090909,0.02564103,0,0.04347826,0,85,0.1477489,44
"15700","47965","ZCTA5 47965",0.02529183,0.07526882,0.1691176,0.1588785,0,0.07633588,0,514,-1.427768,5
"15701","47966","ZCTA5 47966",0.09677419,0.09448819,0.3930348,0.075,0,0,0,310,-0.7040887,20
"15702","47967","ZCTA5 47967",0.02725118,0.08085809,0.2815534,0.1037464,0,0.05836576,0.005763689,844,-1.335354,7
"15703","47968","ZCTA5 47968",0.02738712,0.05595238,0.2926209,0.2335329,0,0.05830904,0.0259481,1351,-1.220002,9
"15704","47969","ZCTA5 47969",0.04365079,0.08994709,0.3422819,0.2718447,0.04854369,0.2461538,0.1262136,252,0.5193858,55
"15705","47970","ZCTA5 47970",0.1457379,0.1012931,0.2664552,0.2386635,0.01431981,0.1411565,0.04176611,2195,0.4402357,52
"15706","47971","ZCTA5 47971",0.1594635,0.1338182,0.3584753,0.1553273,0,0.1881188,0.03465982,2017,0.6333793,58
"15707","47974","ZCTA5 47974",0.09453125,0.04883721,0.4261242,0.2794411,0.05588822,0.146875,0.04790419,1299,0.3213728,49
"15708","47975","ZCTA5 47975",0.1046512,0.04581673,0.2703963,0.174216,0,0.1091703,0.02787456,777,-0.6160697,22
"15709","47977","ZCTA5 47977",0.06661533,0.06047745,0.2408284,0.194274,0.006134969,0.1189488,0.02351738,2600,-0.7690932,19
"15710","47978","ZCTA5 47978",0.0756849,0.09609003,0.2669437,0.265625,0.01460041,0.08619247,0.0258709,9954,-0.3619945,29
"15711","47980","ZCTA5 47980",0.02570922,0.06435006,0.2170659,0.2,0,0.0440678,0,1138,-1.494945,4
"15712","47981","ZCTA5 47981",0,0.01795332,0.2349914,0.03355705,0,0.1152074,0.02348993,887,-1.553209,3
"15713","47982","ZCTA5 47982",0.1014493,0.0462963,0.2045455,0.21875,0.03125,0.1458333,0.03125,140,-0.2331742,33
"15714","47983","ZCTA5 47983",0,0,0.05154639,0,0,0.2564103,0,167,-1.324716,7
"15715","47987","ZCTA5 47987",0.0948205,0.1145602,0.2535926,0.1379987,0.01373447,0.1826678,0.04447351,3687,0.1409741,44
"15716","47989","ZCTA5 47989",0.08629442,0.09722222,0.1780303,0.08995816,0.04393305,0.032,0.1276151,1182,-0.375841,29
"15717","47990","ZCTA5 47990",0.09453782,0.1175166,0.2970414,0.1418182,0.01090909,0.1237113,0.08545455,1428,0.1446393,44
"15718","47991","ZCTA5 47991",0.01853282,0.05742145,0.2485632,0.3503055,0.00814664,0.02808989,0.0101833,1295,-1.150376,10
"15719","47992","ZCTA5 47992",0.01790123,0.1701948,0.1577491,0.1274074,0,0.1582418,0,1620,-0.7139023,20
"15720","47993","ZCTA5 47993",0.1550523,0.08863636,0.2437013,0.2253324,0.04338698,0.1086106,0.05598321,3563,0.4226153,52
"15721","47994","ZCTA5 47994",0.1,0.07836991,0.335443,0.2402235,0.02234637,0.05555556,0.06703911,450,-0.07166003,37
"15722","47995","ZCTA5 47995",0.1112341,0.06616962,0.2462121,0.1970443,0.02463054,0.1479029,0.03284072,1815,-0.007016895,39
"15723","47997","ZCTA5 47997",0.1271676,0.0952381,0.09756098,0.234375,0,0.3265306,0.015625,173,0.1961718,45
"15724","48001","ZCTA5 48001",0.1346967,0.0699649,0.3079659,0.1555126,0.01353965,0.1101512,0.02823985,11691,-0.09627864,37
"15725","48002","ZCTA5 48002",0.06763285,0.05701754,0.2743276,0.02308917,0.006369427,0.1381857,0.02149682,3121,-0.7741103,18
"15726","48003","ZCTA5 48003",0.07491468,0.06084467,0.2666492,0.09534368,0.01419069,0.09692397,0.03414634,5860,-0.7430068,19
"15727","48005","ZCTA5 48005",0.07704043,0.04267352,0.2570476,0.09070796,0.001659292,0.068388,0.03042035,5317,-1.148317,10
"15728","48006","ZCTA5 48006",0.2049452,0.08827893,0.3630782,0.04244955,0.01322199,0.08872458,0.03201113,3945,0.1789885,45
"15729","48009","ZCTA5 48009",0.05460484,0.007949652,0.2282303,0.2367047,0.001278909,0.08957919,0.04209741,21738,-1.182572,9
"15730","48014","ZCTA5 48014",0.06889353,0.09685147,0.2979174,0.1942959,0.009506833,0.07570423,0.02198455,4334,-0.6092681,23
"15731","48015","ZCTA5 48015",0.09794438,0.1339017,0.260088,0.4469984,0.00757166,0.21523,0.1095187,8493,0.9782855,67
"15732","48017","ZCTA5 48017",0.06017652,0.03803627,0.1867816,0.2631031,0.003297466,0.105042,0.06351961,11334,-0.8052972,18
"15733","48021","ZCTA5 48021",0.1723996,0.1291108,0.3815336,0.3094015,0.03000302,0.2479036,0.07799274,34087,1.50719,81
"15734","48022","ZCTA5 48022",0.07839236,0.07553191,0.2616108,0.02546523,0.01077375,0.03206107,0.01077375,2527,-1.036395,12
"15735","48023","ZCTA5 48023",0.1083517,0.06144781,0.2830247,0.1465093,0.03638151,0.1109434,0.02212389,4993,-0.2389604,33
"15736","48025","ZCTA5 48025",0.05285023,0.02156086,0.2196532,0.0625,0.004564607,0.08076289,0.02914326,14813,-1.497795,4
"15737","48026","ZCTA5 48026",0.107133,0.08006,0.2468416,0.2538662,0.008421375,0.2000508,0.0664523,14668,0.3246565,49
"15738","48027","ZCTA5 48027",0.03169125,0.06741573,0.2691191,0.08368555,0,0.08870968,0.02282333,3187,-1.246748,8
"15739","48028","ZCTA5 48028",0.06659729,0.0458613,0.1798561,0.03094778,0,0.01628664,0.01353965,961,-1.552162,3
